GENERIC NAME,STRENGTH,BRAND NAME
HPV,HUMAN PAPILLOMAVIRUS RECOMB VACCINE 0.5 ML VIAL,GARDASIL
HSC,VEHICLE [PART A] SOLUTION,HSCA
HYDRALAZINE,10 MG TAB,APRESOLINE
HYDRALAZINE,25 MG TAB,APRESOLINE
HYDRALAZINE,50 MG TAB,APRESOLINE
HYDRALAZINE,INJ 20 MG/ML AMP/VIAL,APRESOLINE
HYDROCHLOROTHIAZIDE,12.5 MG TAB,HYDRODIURIL
HYDROCHLOROTHIAZIDE,25 MG TAB,HYDRODIURIL
HYDROCHLOROTHIAZIDE,50 MG TAB,HYDRODIURIL
HYDROCHLOROTHIAZIDE,50 MG TAB  (+AMILORIDE 5 MG),MODURET
HYDROCORTISONE,1% CREAM 45 GM JAR,CORTATE
HYDROCORTISONE,1% CREAM 500 GM JAR,CORTATE
HYDROCORTISONE,10 MG TAB,CORTEF
HYDROCORTISONE,20 MG TAB,CORTEF
HYDROCORTISONE,ENEMA 100 MG/60 ML BTL,CORTENEMA
HYDROCORTISONE,10% RECTAL FOAM 15 GM BTL,CORTIFOAM
HYDROCORTISONE,1% OINT 15 GM TUBE,CORTODERM
HYDROCORTISONE,1% OINT 454 GM JAR,CORTODERM
HYDROCORTISONE,1% LOTN 60 ML BTL,EMO-CORT
HYDROCORTISONE,POWDER 25 GM BTL,HC POWDER
HYDROCORTISONE,1% CREAM 15 GM TUBE,HYDERM
HYDROCORTISONE,PRESERV.FREE INJ 100 MG VIAL,NOVO BRAND
HYDROCORTISONE,INJ 1 GM VIAL,SOLU-CORTEF
HYDROCORTISONE,INJ 1 MG/ML 10 ML VIAL,SOLU-CORTEF
HYDROCORTISONE,INJ 100 MG VIAL,SOLU-CORTEF
HYDROCORTISONE,INJ 250 MG VIAL,SOLU-CORTEF
HYDROCORTISONE,INJ 500 MG VIAL,SOLU-CORTEF
HYDROCORTISONE,1% LOTION 150 ML BTL,
HYDROMORPHONE,1 MG TAB,DILAUDID
HYDROMORPHONE,2 MG TAB,DILAUDID
HYDROMORPHONE,3 MG SUPP,DILAUDID
HYDROMORPHONE,4 MG TAB,DILAUDID
HYDROMORPHONE,8 MG TAB,DILAUDID
HYDROMORPHONE,INJ 2 MG/ML 1 ML AMP/VIAL,DILAUDID
HYDROMORPHONE,INJ 2 MG/ML 1 ML VIAL,DILAUDID
HYDROMORPHONE,LIQ 1 MG/ML 500 ML BTL,DILAUDID
HYDROMORPHONE,PCA INJ 15 MG/30 ML VIAL,DILAUDID
HYDROMORPHONE,POWDER 5 GM BTL,DILAUDID
HYDROMORPHONE,HP INJ 10 MG/ML 1 ML VIAL,DILAUDID HP
HYDROMORPHONE,HP INJ 10 MG/ML 5 ML VIAL,DILAUDID HP
HYDROMORPHONE,HP INJ 10 MG/ML 50 ML VIAL,DILAUDID HP
HYDROMORPHONE,HP INJ 100 MG/ML 10 ML VIAL,DILAUDID HP
HYDROMORPHONE,HP INJ 20 MG/ML 50 ML VIAL,DILAUDID HP
HYDROMORPHONE,HP INJ 50 MG/ML 1 ML VIAL,DILAUDID HP
HYDROMORPHONE,HP INJ 50 MG/ML 10 ML VIAL,DILAUDID HP
HYDROMORPHONE,HP INJ 50 MG/ML 50 ML VIAL,DILAUDID HP
HYDROMORPHONE,PCA 25 MG/50 ML PFS,DILAUDID PCA
HYDROMORPHONE,PCA 10 MG/50 ML I-PUMP BAG,Dilaudid PCA 0.2 MG/ML
HYDROMORPHONE,SR 12 MG CAP,HYDROMORPH CONTIN
HYDROMORPHONE,SR 18 MG CAP,HYDROMORPH CONTIN
HYDROMORPHONE,SR 24 MG CAP,HYDROMORPH CONTIN
HYDROMORPHONE,SR 3 MG CAP,HYDROMORPH CONTIN
HYDROMORPHONE,SR 30 MG CAP,HYDROMORPH CONTIN
HYDROMORPHONE,SR 4.5 MG CAP,HYDROMORPH CONTIN
HYDROMORPHONE,SR 6 MG CAP,HYDROMORPH CONTIN
HYDROMORPHONE,SR 9 MG CAP,HYDROMORPH CONTIN
HYDROmorphone,2 mg/mL INJ,
HYDROMORPHONE,EPIDURAL 50 MCG/ML 250 ML BAG,
HYDROMORPHONE,PCA 40 MG/100 ML I-PUMP BAG,
HYDROXOCOBALAMIN,2.5 GM VIAL  2 VIALS/KIT,CYANOKIT
HYDROXOCOBALAMIN,5 GM VIAL KIT,CYANOKIT
HYDROXYCHLOROQUINE,200 MG TAB,PLAQUENIL
HYDROXYPROPYL METHYLCELLULOSE,0.5% EYE DROPS 15 ML BTL,ARTIFICIAL EYE LUBRICANT
HYDROXYPROPYL METHYLCELLULOSE,20 MG/ML OCULAR INJ,OCUCOAT
HYDROXYPROPYL METHYLCELLULOSE,POWDER 50 GM BTL,
HYDROXYUREA,500 MG CAP,HYDREA
HYDROXYZINE,10 MG CAP,ATARAX
HYDROXYZINE,25 MG CAP,ATARAX
HYDROXYZINE,50 MG CAP,ATARAX
HYDROXYZINE,INJ 50 MG/ML AMP,ATARAX
HYDROXYZINE,SYRUP 10 MG/5 ML 500 ML BTL,ATARAX
HYOSCINE,10 MG TAB,BUSCOPAN
HYOSCINE,INJ 20 MG/ML AMP,BUSCOPAN
HYPROMELLOSE,1% EYE DROPS 15 ML BTL,EYELUBE
HYPROMELLOSE,0.3% EYE GEL  10 ML TUBE,GENTEAL
IBUPROFEN,100 MG CHEW TAB,ADVIL
IBUPROFEN,200 MG TAB,ADVIL
IBUPROFEN,SUSP 100 MG/5 ML 100 ML BTL,ADVIL LIQ
IBUPROFEN,LIQ 40 MG/ML ORAL DROPS 24 ML BTL,ADVIL PEDIATRIC
IBUPROFEN,300 MG TAB,MOTRIN
IBUPROFEN,400 MG TAB,MOTRIN
IBUPROFEN,600 MG TAB,MOTRIN
IMIPENEM,INJ 250 MG VIAL,PRIMAXIN
IMIPENEM,INJ 500 MG VIAL,PRIMAXIN
IMIPENEM,IV 1000 MG/250 ML NS BAG,PRIMAXIN
IMIPENEM,IV 250 MG/100 ML NS MB.PLUS,PRIMAXIN
IMIPENEM,IV 500 MG/100 ML NS MB.PLUS,PRIMAXIN
IMIPRAMINE,10 MG TAB,TOFRANIL
IMIPRAMINE,25 MG TAB,TOFRANIL
IMIPRAMINE,50 MG TAB,TOFRANIL
INDAPAMIDE,1.25 MG TAB,LOZIDE
INDAPAMIDE,2.5 MG TAB,LOZIDE
INDIGOTINDISULFONATE,INJ 8 MG/ML 5 ML VIAL,INDIGO CARMINE
INDOCYANINE GREEN,INJ 25 MG VIAL,IC-GREEN DYE
INDOMETHACIN,100 MG SUPP,INDOCID
INDOMETHACIN,25 MG CAP,INDOCID
INDOMETHACIN,50 MG CAP,INDOCID
INDOMETHACIN,50 MG SUPP,INDOCID
INDOMETHACIN,INJ 1 MG VIAL,INDOCID
INFLUENZA,INFLUENZA VIRUS VACCINE SPRAY 0.2 ML EACH,FLUMIST
INFLUENZA,INFLUENZA VIRUS VACCINE INJ [FLUVIRAL] 0.5 ML PFS,FLUVIRAL
INFLUENZA,INFLUENZA VIRUS VACCINE INJ [FLUVIRAL] 5 ML VIAL,FLUVIRAL
INFLUENZA,INFLUENZA VIRUS VACCINE INJ [VAXIGRIP] 5 ML VIAL,VAXIGRIP
INSULIN,LISPRO INJ 100 UNITS/ML 3 ML CARTG,humALOG
INSULIN,LISPRO INJ 100 UNITS/ML VIAL,humALOG
INSULIN,Humulin REG/NPH 30/70 INJ 100 UNITS/ML 10 ML VI,humULIN 30/70
INSULIN,Humulin REG/NPH 30/70 INJ 100 UNITS/ML 3 ML CAR,humULIN 30/70
INSULIN,Humulin NPH INJ 100 UNITS/ML 10 ML VIAL,HUMULIN N
INSULIN,Humulin NPH INJ 100 UNITS/ML 3 ML CARTG,humULIN N
INSULIN,Humulin NPH INJ 100 UNITS/ML 3 ML KWIKPEN,humULIN N
INSULIN,NPH INJ 100 UNITS/ML VIAL,humULIN N
INSULIN,Humulin REGULAR INJ 100 UNITS/ML 10 ML VIAL,humULIN R
INSULIN,Humulin REGULAR INJ 100 UNITS/ML 3 ML CARTG,humULIN R
INSULIN,REGULAR INJ 100 UNITS/ML VIAL,humULIN R
INSULIN,HUMULIN REGULAR INJ 100 UNITS/ML 3 ML KWIKPEN,humULIN R KWIKPEN
INSULIN,GLARGINE 100 UNITS/ML 10 ML VIAL,LANTUS
INSULIN,GLARGINE 100 UNITS/ML 3 ML CARTRIDGE,LANTUS PENFILL CARTRIDGE
INSULIN,GLARGINE 100 UNITS/ML 3 ML DISPOSABLE PEN,LANTUS SoloStar PENFILL
INSULIN,REG/NPH 10/90 INJ 100 UNITS/ML 3 ML CARTG,NOVOLIN GE 10/90
INSULIN,REG/NPH 30/70 INJ 100 UNITS/ML 10 ML VIAL,NOVOLIN GE 30/70
INSULIN,REG/NPH 30/70 INJ 100 UNITS/ML 3 ML CARTG,NOVOLIN GE 30/70
INSULIN,REG/NPH 40/60 INJ 100 UNITS/ML 3 ML CARTG,NOVOLIN GE 40/60
INSULIN,REG/NPH 50/50 INJ 100 UNITS/ML 3 ML CARTG,NOVOLIN GE 50/50
INSULIN,NPH INJ 100 UNITS/ML 3 ML CARTG,NOVOLIN GE NPH
INSULIN,REGULAR INJ 100 UNITS/ML 3 ML CARTG,NOVOLIN GE TORONTO
IODINE,IODINE+POTASSIUM IODIDE 5% SOLN 100 ML BTL,LUGOLS SOLN
IODOQUINOL,210 MG TAB,DIODOQUIN
IODOQUINOL,650 MG TAB,DIODOQUIN
IPRATROPIUM,20 MCG/PUFF 200 DOSE INHALER,ATROVENT
IPRATROPIUM,INH.SOLN 0.25 MG/ML 1 ML NEB,ATROVENT
IPRATROPIUM,INH.SOLN 0.25 MG/ML 2 ML NEB,ATROVENT
IPRATROPIUM,INH.SOLN 0.25 MG/ML 20 ML BTL,ATROVENT
IRON DEXTRAN,INJ 50 MG/ML 2 ML VIAL,DEXIRON
IRON DEXTRAN,INJ 50 MG/ML 2 ML VIAL,INFUFER
IRON DEXTRAN,INJ 50 MG/ML 5 ML VIAL,INFUFER
IRON DEXTRAN,INJ 20 MG/ML 5 ML VIAL,VENOFER
ISOFLURANE,INHAL.SOLN 100 ML BTL,FORANE
ISONIAZID,100 MG TAB,ISOTAMINE
ISONIAZID,300 MG TAB,ISOTAMINE
ISONIAZID,SYRUP 50 MG/5 ML 500 ML BTL,ISOTAMINE
ISOPROTERENOL,INJ 0.2 MG/ML 1 ML AMP,ISUPREL
ISOPROTERENOL,INJ 0.2 MG/ML 5 ML AMP,ISUPREL
ISOSORBIDE DINITRATE,10 MG TAB,ISORDIL
ISOSORBIDE DINITRATE,30 MG TAB,ISORDIL
ISOSORBIDE DINITRATE,SL 5 MG TAB,ISORDIL
ITRACONAZOLE,100 MG CAP,SPORANOX
ITRACONAZOLE,LIQ 50 MG/5 ML 150 ML BTL,SPORANOX
KETAMINE,INJ 10 MG/ML 2 ML VIAL/AMP,KETALAR
KETAMINE,INJ 10 MG/ML 20 ML VIAL,KETALAR
KETAMINE,INJ 50 MG/ML 10 ML VIAL,KETALAR
KETAMINE,INJ 50 MG/ML 2 ML VIAL/AMP,KETALAR
KETAMINE,POWDER 25 GM BTL,
KETOCONAZOLE,2% CREAM 30 GM TUBE,KETODERM
KETOCONAZOLE,2% SHAMPOO 120 ML BTL,NIZORAL
KETOCONAZOLE,10 GM POWDER,
KETOROLAC,0.5% EYE DROPS 5 ML BTL,ACULAR
KETOROLAC,INJ 10 MG/ML AMP,TORADOL
KETOROLAC,INJ 30 MG/ML 1 ML VIAL,TORADOL
LABETALOL,100 MG TAB,TRANDATE
LABETALOL,200 MG TAB,TRANDATE
LABETALOL,INJ 5 MG/ML 20 ML VIAL,TRANDATE
LACTASE,3000 UNIT TAB,LACTAID
LACTOSE,POWDER 500 GM BTL,
LACTULOSE,SOLN 10 GM/15 ML 1 L BTL,CHRONULAC
LACTULOSE,SOLN 10 GM/15 ML 500 ML BTL,CHRONULAC
LACTULOSE,SYRUP 10 GM/15 ML 250 ML BTL,CHRONULAC
LAMIVUDINE+ABACAVIR,300/600 MG TAB,KIVEXA
LAMIVUDINE+ABACAVIR+ZIDOVUDINE,150/300/300 MG TAB,TRIZIVIR
LAMOTRIGINE,100 MG TAB,LAMICTAL
LAMOTRIGINE,150 MG TAB,LAMICTAL
LAMOTRIGINE,25 MG TAB,LAMICTAL
LANOLIN,OINTMENT 25 GM TUBE,LANOLELLE
LANOLIN,OINTMENT HYDROUS 450 GM JAR,LANOLELLE
L-ASPARAGINASE,"INJ 10,000 UNITS VIAL",KIDROLASE
LATANOPROST,0.005% EYE DROPS 2.5 ML BTL,XALATAN
LECITHIN,ORGANOGEL BASE 100 GM JAR,PHLOJEL ULTRA
LEVETIRACETAM,250 MG TAB,KEPPRA
LEVETIRACETAM,500 MG TAB,KEPPRA
LEVOBUNOLOL,0.25% EYE DROPS  10 ML BTL,BETAGAN
LEVOBUNOLOL,0.25% EYE DROPS 5 ML BTL,BETAGAN
LEVOBUNOLOL,0.5% EYE DROPS  10 ML BTL,BETAGAN
LEVOBUNOLOL,0.5% EYE DROPS 5 ML BTL,BETAGAN
LEVODOPA,LEVODOPA+BENSERAZIDE 100/25 MG CAP,PROLOPA
LEVODOPA,LEVODOPA+BENSERAZIDE 200/50 MG CAP,PROLOPA
LEVODOPA,LEVODOPA+BENSERAZIDE 50/12.5 MG CAP,PROLOPA
LEVODOPA,LEVODOPA/CARBIDOPA SR 100/25 MG TAB,SINEMET
LEVODOPA,LEVODOPA+CARBIDOPA 100/10 MG TAB,SINEMET
LEVODOPA,LEVODOPA+CARBIDOPA 100/25 MG TAB,SINEMET
LEVODOPA,LEVODOPA+CARBIDOPA 250/25 MG TAB,SINEMET
LEVODOPA,LEVODOPA+CARBIDOPA SR 200/50 MG TAB,SINEMET
LEVONORGESTREL,0.75 MG 2 TABS/PACK,PLAN B
LEVOTHYROXINE,100 MCG TAB [0.1 MG],ELTROXIN
LEVOTHYROXINE,112 MCG TAB [0.112 MG],ELTROXIN
LEVOTHYROXINE,125 MCG TAB [0.125 MG],ELTROXIN
LEVOTHYROXINE,137 MCG TAB [0.137 MG],ELTROXIN
LEVOTHYROXINE,150 MCG TAB [0.15 MG],ELTROXIN
LEVOTHYROXINE,175 MCG TAB [0.175 MG],ELTROXIN
LEVOTHYROXINE,200 MCG TAB [0.2 MG],ELTROXIN
LEVOTHYROXINE,25 MCG TAB [0.025 MG],ELTROXIN
LEVOTHYROXINE,300 MCG TAB [0.3 MG],ELTROXIN
LEVOTHYROXINE,50 MCG TAB [0.05 MG],ELTROXIN
LEVOTHYROXINE,75 MCG TAB [0.075 MG],ELTROXIN
LEVOTHYROXINE,88 MCG TAB [0.088 MG],ELTROXIN
LEVOTHYROXINE,100 MCG TAB [0.1 MG],SYNTHROID
LEVOTHYROXINE,112 MCG TAB [0.112 MG],SYNTHROID
LEVOTHYROXINE,125 MCG TAB [0.125 MG],SYNTHROID
LEVOTHYROXINE,137 MCG TAB [0.137 MG],SYNTHROID
LEVOTHYROXINE,150 MCG TAB [0.15 MG],SYNTHROID
LEVOTHYROXINE,175 MCG TAB [0.175 MG],SYNTHROID
LEVOTHYROXINE,200 MCG TAB [0.2 MG],SYNTHROID
LEVOTHYROXINE,25 MCG TAB [0.025 MG],SYNTHROID
LEVOTHYROXINE,300 MCG TAB [0.3 MG],SYNTHROID
LEVOTHYROXINE,50 MCG TAB [0.05 MG],SYNTHROID
LEVOTHYROXINE,75 MCG TAB [0.075 MG],SYNTHROID
LEVOTHYROXINE,88 MCG TAB [0.088 MG],SYNTHROID
LEVOTHYROXINE,INJ 500 MCG VIAL,SYNTHROID
LIDOCAINE,2% JELLY 12.5 ML CATHEJELL PFS,CATHEJELL
LIDOCAINE,2.5%+PRILOCAINE 2.5% CREAM 30 GM TUBE,EMLA
LIDOCAINE,2.5%+PRILOCAINE 2.5% CREAM 5 GM TUBE,EMLA
LIDOCAINE,4% CRM 30 GM TUBE,MAXILENE 4
LIDOCAINE,4% CRM 5 GM TUBE,MAXILENE 4
LIDOCAINE,"NOZZLES, 20 cm METAL","NOZZLE FOR LIDOCAINE ET, 20 cm"
LIDOCAINE,"NOZZLES, 20 cm PLASTIC","NOZZLE FOR LIDOCAINE ET, 20 cm"
LIDOCAINE,"NOZZLES, 20 cm PLASTIC","NOZZLE FOR LIDOCAINE ET, 20 cm"
LIDOCAINE,0.5% INJ 20 ML VIAL,XYLOCAINE
LIDOCAINE,0.5% INJ 50 ML VIAL,XYLOCAINE
LIDOCAINE,1% INJ 10 ML POLYAMP,XYLOCAINE
LIDOCAINE,1% INJ 2 ML POLYAMP,XYLOCAINE
LIDOCAINE,1% INJ 20 ML VIAL,XYLOCAINE
LIDOCAINE,1% INJ 5 ML POLYAMP,XYLOCAINE
LIDOCAINE,1% INJ 50 ML VIAL,XYLOCAINE
LIDOCAINE,2% INJ 10 ML POLYAMP [NO PRES],XYLOCAINE
LIDOCAINE,2% INJ 2 ML POLYAMP,XYLOCAINE
LIDOCAINE,2% INJ 20 ML GLASS VIAL,XYLOCAINE
LIDOCAINE,2% INJ 20 ML VIAL,XYLOCAINE
LIDOCAINE,2% INJ 5 ML POLYAMP,XYLOCAINE
LIDOCAINE,2% INJ 50 ML VIAL,XYLOCAINE
LIDOCAINE,1%+EPI 1:100K INJ 20 ML VIAL,XYLOCAINE + EPI
LIDOCAINE,1%+EPI 1:100K INJ 50 ML VIAL,XYLOCAINE + EPI
LIDOCAINE,1%+EPI 1:200K INJ 20 ML VIAL,XYLOCAINE + EPI
LIDOCAINE,1.5%+EPI 1:200K INJ 30 ML VIAL,XYLOCAINE + EPI
LIDOCAINE,2%+EPI 1:100K INJ 20 ML VIAL,XYLOCAINE + EPI
LIDOCAINE,2%+EPI 1:100K INJ 50 ML VIAL,XYLOCAINE + EPI
LIDOCAINE,2%+EPI PRESERV.FREE 1:200K INJ 20 ML VIAL,XYLOCAINE + EPI
LIDOCAINE,2%+EPI 1:100K 1.8 ML DENTAL CARTRIDGE,XYLOCAINE + EPI DENTAL
LIDOCAINE,1.5%+EPI 1:200K TEST INJ 5 ML VIAL,XYLOCAINE + EPI TEST
LIDOCAINE,ENDOTRACHEAL SPRAY 30 ML BTL,XYLOCAINE ET
LIDOCAINE,IV 4 MG/ML 1 G/250 ML BAG,XYLOCAINE IN D5W
LIDOCAINE,IV 4 MG/ML 2 G/500 ML BAG,XYLOCAINE IN D5W
LIDOCAINE,2% JELLY 30 ML TUBE,XYLOCAINE JELLY
LIDOCAINE,4% LARYNGO INJ KIT,XYLOCAINE LARYNGO KIT
LIDOCAINE,5% OINT 35 GM TUBE,XYLOCAINE OINT
LIDOCAINE,HCL POWDER 100 GM BTL,XYLOCAINE POWDER
LIDOCAINE,HCL POWDER 25 GM BTL,XYLOCAINE POWDER
LIDOCAINE,4% TOPICAL SOLN 50 ML VIAL,XYLOCAINE TOPICAL
LIDOCAINE,2% JELLY 10 ML UROJET,XYLOCAINE UROJET
LIDOCAINE,2% VISCOUS 100 ML BTL,XYLOCAINE VISCOUS
LIDOCAINE,2% VISCOUS 50 ML BTL,XYLOCAINE VISCOUS
LIDOCAINE,"CARDIAC INJ 100 MG/5 ML PFS 21G x1.5""",XYLOCARD
LIDOCAINE,CARDIAC INJ 100 MG/5 ML VIAL,XYLOCARD
LIDOCAINE,IV ADD 100 MG/5 ML PFS,XYLOCARD
LIDOCAINE,IV ADD 20 MG/ML 5 ML VIAL,XYLOCARD
LIDOCAINE,"NOZZLES, 10 cm PLASTIC",
LIDOCAINE+PRILOCAINE,25/25 MG PATCH,EMLA
LIOTHYRONINE,25 MCG TAB,CYTOMEL
LIOTHYRONINE,5 MCG TAB,CYTOMEL
LIPASE,LIPASE+AMYLASE+PROTEASE 4/11/11 EC CAP,COTAZYM
LIPASE,LIPASE+AMYLASE+PROTEASE 8/30/30 CAP,COTAZYM
LIPASE,LIPASE+AMYLASE+PROTEASE 8/30/30 EC CAP,COTAZYM
LIPASE,LIPASE+AMYLASE+PROTEASE EC 20/55/55 CAP,COTAZYM
LIPASE,LIPASE+AMYLASE+PROTEASE 4.5/20/25 CAP,ULTRASE
LIPASE,LIPASE+AMYLASE+PROTEASE 8/30/30 TAB,VIOKASE
LIPASE+AMYLASE+PROTEASE,LIPASE+AMYLASE+PROTEASE 4/11/11 EC CAP,COTAZYM
LIPASE+AMYLASE+PROTEASE,LIPASE+AMYLASE+PROTEASE 8/30/30 CAP,COTAZYM
LIPASE+AMYLASE+PROTEASE,LIPASE+AMYLASE+PROTEASE 8/30/30 EC CAP,COTAZYM
LIPASE+AMYLASE+PROTEASE,LIPASE+AMYLASE+PROTEASE EC 20/55/55 CAP,COTAZYM
LIPASE+AMYLASE+PROTEASE,LIPASE+AMYLASE+PROTEASE 4.5/20/25 CAP,ULTRASE
LIPASE+AMYLASE+PROTEASE,LIPASE+AMYLASE+PROTEASE 8/30/30 TAB,VIOKASE
LIPID,EMULSION 30% IV 333 ML BTL,INTRALIPID
LIPID,"EMULSION 20% IV 1,000 ML BAG",TRAVAMULSION
LIPID,EMULSION 20% IV 100 ML BAG,TRAVAMULSION
LIPID,EMULSION 20% IV 250 ML BAG,TRAVAMULSION
LIPID,EMULSION 20% IV 500 ML BAG,TRAVAMULSION
LIPID,SMOFLIPID 20% EMULSION 100 ML BTL,SMOFLIPID
LIPID,SMOFLIPID 20% EMULSION 250 ML BAG,SMOFLIPID
LITHIUM,CARBONATE 150 MG CAP,CARBOLITH
LITHIUM,CARBONATE 300 MG CAP,CARBOLITH
LITHIUM,CARBONATE SR 300 MG TAB,DURALITH
LITHIUM,CITRATE LIQ 8 MMOL Li/5 ML 500 ML BTL,
LITHIUM,CITRATE TETRAHYDRATE REAGENT 100 GM,
LOPERAMIDE,2 MG TAB,IMODIUM
LOPERAMIDE,LIQ 1 MG/5 ML 230 ML BTL,PMS-LOPERAMIDE for Imodium
LORATADINE,10 MG TAB,CLARITIN
LORATADINE,SYRUP 5 MG/5 ML 100 ML BTL,CLARITIN
LORAZEPAM,0.5 MG TAB,ATIVAN
LORAZEPAM,1 MG TAB,ATIVAN
LORAZEPAM,2 MG TAB,ATIVAN
LORAZEPAM,INJ 4 MG/ML 1 ML VIAL,ATIVAN
LORAZEPAM,SL 0.5 MG TAB,ATIVAN
LORAZEPAM,SL 1 MG TAB,ATIVAN
LORAZEPAM,SL 2 MG TAB,ATIVAN
LOSARTAN,100 MG TAB,COZAAR
LOSARTAN,25 MG TAB,COZAAR
LOSARTAN,50 MG TAB,COZAAR
LOXAPINE,10 MG TAB,LOXAPAC
LOXAPINE,2.5 MG TAB,LOXAPAC
LOXAPINE,25 MG TAB,LOXAPAC
LOXAPINE,5 MG TAB,LOXAPAC
LOXAPINE,50 MG TAB,LOXAPAC
LOXAPINE,INJ 50 MG/ML AMP,LOXAPAC
MAGNESIUM,ALUMINUM+MAGNESIUM+SIMETHICONE LIQ 350 ML BTL,ALMAGEL PLUS
MAGNESIUM,ALUMINUM+MAGNESIUM HYDROX. SUSP 350 ML BTL,ALMAGEL/DIOVOL/MAALOX
MAGNESIUM,CITRATE LIQ 250 MG/5 ML 300 ML BTL,CITRO-MAG
MAGNESIUM,ALGINIC ACID+MAGNESIUM CARB. 200/40 MG CHEW TAB,GAVISCON
MAGNESIUM,ALGINIC ACID+MAGNESIUM CARB. 313/63 MG EXTRA STR CHEW TAB,GAVISCON
MAGNESIUM,ALUMINUM+MAGNESIUM HYDROX. 200/200 MG CHEW TAB,GELUSIL
MAGNESIUM,GLUCOHEP.LIQ 500 MG/5 ML [1 mmol/5 mL] 500 ML,MAGNESIUM ROUGIER
MAGNESIUM,SULFATE 20% INJ 0.8 mmol/mL [200 MG/ML] 10 ML,MAGNESIUM SULFATE
MAGNESIUM,SULFATE 50% INJ 2 mmol/ML [500 MG/mL] 10 ML V,MAGNESIUM SULFATE
MAGNESIUM,SULFATE 50% INJ 2 mmol/mL [500 MG/ML] 2 ML VI,MAGNESIUM SULFATE
MAGNESIUM,SULFATE 50% INJ 2 mmol/mL [500 MG/ML] 20 ML V,MAGNESIUM SULFATE
MAGNESIUM,SULFATE 50% INJ 500 MG/ML 10 ML VIAL,MAGNESIUM SULFATE
MAGNESIUM,SULFATE IV 10 G/50 ML STERILE WATER BAG,MAGNESIUM SULFATE
MAGNESIUM,SULFATE IV 2 G/100 ML D5W BAG,MAGNESIUM SULFATE
MAGNESIUM,SULFATE IV 5 G/250 ML D5W BAG,MAGNESIUM SULFATE
MAGNESIUM,HYDROXIDE SUSP 400 MG/5 ML 500 ML BTL,MOM
MAGNESIUM,PICOSULFATE+MAGNESIUM+CITRATE POWDER PKT [for dissoluti,PURGODAN
MAGNESIUM,100 MG TAB,
MAGNESIUM,50 MG TAB,
MAGNESIUM,CITRATE LIQ 5.9 GM/100 ML 296 ML BTL,
MAGNESIUM,GLUCOHEP.LIQ 500 MG/5 ML [1 mmol/5 mL] 2 L BT,
MAGNESIUM,SULFATE IV 40 GM/1000 ML D3S.3 BAG,
MANNITOL,10% IV 1000 ML BAG,OSMITROL
MANNITOL,20% IV 500 ML BAG,OSMITROL
MANNITOL,INJ 250 MG/ML 50 ML VIAL,
MEBENDAZOLE,100 MG TAB,VERMOX
MEDROXYPROGESTERONE,DEPOT 150 MG/ML 1 ML VIAL,DEPO-PROVERA
MEDROXYPROGESTERONE,DEPOT 50 MG/ML 5 ML VIAL,DEPO-PROVERA
MEDROXYPROGESTERONE,1.25 MG PARTTAB,PROVERA
MEDROXYPROGESTERONE,10 MG TAB,PROVERA
MEDROXYPROGESTERONE,100 MG TAB,PROVERA
MEDROXYPROGESTERONE,2.5 MG TAB,PROVERA
MEDROXYPROGESTERONE,5 MG TAB,PROVERA
MEFLOQUINE,250 MG TAB,LARIAM
MEGESTROL,10 MG PARTTAB,MEGACE
MEGESTROL,160 MG TAB,MEGACE
MEGESTROL,20 MG PARTTAB,MEGACE
MEGESTROL,40 MG TAB,MEGACE
MEGESTROL,SUSP 200 MG/5 ML 240 ML BTL,MEGACE
MENINGOCOCCAL,"MENINGOCOCCAL [A,C,Y & W-135]+DIPTH CONJ. 0.5 ML VIAL","MENACTRA, MENVEO"
MENINGOCOCCAL,MENINGOCOCCAL POLYSACC. VACCINE 0.5 ML VIAL,MENOMUNE
MENINGOCOCCAL,MENINGOCOCCAL GROUP C-TT CONJ. VACCINE 0.5 ML SYR,NEISVAC-C
MENTHOL,METHYL SALICYLATE+MENTHOL 20% OINT 30 GM TUBE,ANALGESIC BALM
MENTHOL,CRYSTALS 100 GM BTL,MENTHOL
MERCAPTOPURINE,50 MG TAB,PURINETHOL
MESNA,INJ 100 MG/ML 10 ML VIAL/AMP,UROMITEXAN
MESNA,INJ 100 MG/ML 4 ML AMP,UROMITEXAN
METFORMIN,500 MG TAB,GLUCOPHAGE
METFORMIN,850 MG TAB,GLUCOPHAGE
METFORMIN,"SR 1,000 MG TAB",GLUMETZA
METHACHOLINE,0.125 MG/ML INH.SOLN 30 ML VIAL,PROVOCHOLINE
METHACHOLINE,0.25 MG/ML INH.SOLN 30 ML VIAL,PROVOCHOLINE
METHACHOLINE,0.5 MG/ML INH.SOLN 30 ML VIAL,PROVOCHOLINE
METHACHOLINE,1 MG/ML INH.SOLN 30 ML VIAL,PROVOCHOLINE
METHACHOLINE,16 MG/ML INH.SOLN 30 ML VIAL,PROVOCHOLINE
METHACHOLINE,2 MG/ML INH.SOLN 30 ML VIAL,PROVOCHOLINE
METHACHOLINE,32 MG/ML INH.SOLN 30 ML VIAL,PROVOCHOLINE
METHACHOLINE,4 MG/ML INH.SOLN 30 ML VIAL,PROVOCHOLINE
METHACHOLINE,8 MG/ML INH.SOLN 30 ML VIAL,PROVOCHOLINE
METHENAMINE,MANDELATE 500 MG TAB,MANDELAMINE
